x,y,Habitat,JunJul,DJF,AprMay
4881.,4131.,Ma,15.267,-0.71243,6.445
4939.,4135.,Ma,15.267,-0.71243,6.445
4877.,4141.,Ma,15.184,-1.0656,6.54595
4905.,4147.,Co,15.267,-0.71243,6.445
4973.,4143.,Ma,16.394,-2.536,7.3701
5051.,4149.,Co,15.823,-1.8409,6.58295
4879.,4153.,Ma,15.184,-1.0656,6.54595
4907.,4159.,Ma,15.267,-0.71243,6.445
5015.,4155.,Ma,16.09,-2.7169,7.1863
5053.,4151.,Co,15.823,-1.8409,6.58295
4841.,4167.,Ma,15.184,-1.0656,6.54595
4889.,4161.,Ma,15.267,-0.71243,6.445
4947.,4167.,Ma,15.726,-2.2315,6.6559
4985.,4163.,Ma,16.394,-2.536,7.3701
5023.,4169.,Co,16.09,-2.7169,7.1863
5061.,4165.,Co,15.899,-2.8434,6.93625
5099.,4169.,Ma,16.061,-3.0523,7.1206
4877.,4175.,Br,15.267,-0.71243,6.445
4945.,4171.,Ma,15.726,-2.2315,6.6559
4973.,4177.,Co,16.394,-2.536,7.3701
5011.,4173.,Ma,16.09,-2.7169,7.1863
5049.,4177.,Co,16.015,-2.7623,7.072
5087.,4173.,Ma,16.061,-3.0523,7.1206
4865.,4189.,Ma,15.184,-1.0656,6.54595
4913.,4185.,Ma,15.267,-0.71243,6.445
4951.,4181.,Co,15.726,-2.2315,6.6559
4989.,4185.,Ma,16.394,-2.536,7.3701
5027.,4181.,Co,16.09,-2.7169,7.1863
5055.,4187.,Urb,15.899,-2.8434,6.93625
5093.,4183.,Co,16.061,-3.0523,7.1206
5121.,4189.,Urb,16.194,-3.1537,7.1795
4959.,4193.,Ma,15.726,-2.2315,6.6559
4987.,4199.,Ma,16.394,-2.536,7.3701
5025.,4195.,Co,16.215,-3.3938,7.44115
5063.,4191.,Br,15.899,-2.8434,6.93625
5091.,4197.,Urb,16.192,-3.1682,7.23155
5139.,4191.,Ma,16.71,-2.867,7.79015
4947.,4207.,Urb,15.726,-2.2315,6.6559
4985.,4203.,Ma,16.394,-2.536,7.3701
5013.,4209.,Co,16.119,-3.2852,7.24525
5051.,4205.,Urb,16.108,-3.6718,7.3952
5089.,4209.,Br,15.999,-3.9345,7.395
5127.,4205.,Urb,16.256,-4.1273,7.48825
4935.,4211.,Ma,15.216,-2.0226,6.087
4963.,4217.,Ma,16.067,-2.4888,7.0998
5001.,4213.,Urb,16.183,-2.9895,7.2222
5039.,4217.,Co,16.222,-3.6043,7.51575
5077.,4213.,Br,15.973,-3.9595,7.28875
5105.,4219.,We,15.934,-4.2052,7.26915
5143.,4215.,Urb,16.71,-2.867,7.79015
5181.,4211.,Ma,16.617,-3.9417,7.62975
4949.,4225.,We,15.726,-2.2315,6.6559
4987.,4221.,Co,16.17,-3.1321,7.3996
5015.,4227.,Urb,16.055,-3.7514,7.37515
5053.,4223.,Urb,16.108,-3.6718,7.3952
5081.,4229.,Co,15.999,-3.9345,7.395
5129.,4223.,Br,16.256,-4.1273,7.48825
5157.,4229.,Br,16.765,-3.7575,7.8348
5195.,4225.,Ma,16.3,-3.6125,7.0807
4953.,4231.,Co,15.726,-2.2315,6.6559
4981.,4237.,Urb,16.17,-3.1321,7.3996
5029.,4231.,Urb,16.043,-3.8962,7.39805
5057.,4237.,Urb,15.964,-4.2045,7.3725
5095.,4233.,Br,15.727,-4.6203,7.1666
5123.,4239.,Co,16.256,-4.1273,7.48825
5161.,4235.,Urb,16.63,-3.6475,7.6157
5199.,4239.,Co,16.3,-3.6125,7.0807
4937.,4245.,Co,15.216,-2.0226,6.087
4975.,4241.,Co,15.752,-3.2677,7.0362
5003.,4247.,Co,15.866,-4.0266,7.31775
5041.,4243.,Urb,15.964,-4.2045,7.3725
5079.,4247.,Co,15.721,-4.5159,7.16595
5117.,4243.,Co,15.989,-4.6312,7.30335
5145.,4249.,Urb,16.378,-4.5235,7.6412
5183.,4245.,Co,16.3,-3.6125,7.0807
5221.,4241.,Ma,16.518,-4.3995,7.43275
4939.,4255.,Ma,15.216,-2.0226,6.087
4977.,4251.,Urb,15.752,-3.2677,7.0362
5005.,4257.,Urb,15.866,-4.0266,7.31775
5043.,4253.,Urb,15.738,-4.5064,7.2694
5071.,4259.,Urb,15.721,-4.5159,7.16595
5119.,4253.,Br,15.989,-4.6312,7.30335
5147.,4259.,Br,16.378,-4.5235,7.6412
5185.,4255.,Co,16.474,-4.4321,7.5405
5223.,4251.,Ma,16.518,-4.3995,7.43275
5251.,4257.,Ma,16.314,-4.3514,7.02505
4959.,4261.,Co,15.121,-2.5899,6.253
4987.,4267.,We,15.82,-3.7157,7.2202
5025.,4263.,Urb,15.864,-4.2987,7.3633
5053.,4269.,Urb,15.681,-4.6996,7.20235
5091.,4265.,Br,16.053,-4.7398,7.46675
5129.,4269.,Urb,16.04,-4.7265,7.38995
5167.,4265.,Urb,16.552,-4.388,7.67945
5205.,4261.,Co,16.418,-4.1769,7.3306
5233.,4267.,Br,16.466,-4.452,7.33475
5271.,4263.,Ma,16.194,-4.7929,6.9778
4959.,4277.,Co,15.365,-3.0627,6.63475
4997.,4273.,Co,15.876,-4.2409,7.41115
5025.,4279.,Urb,15.864,-4.2987,7.3633
5063.,4275.,Co,15.682,-4.8096,7.1727
5101.,4271.,Co,16.053,-4.7398,7.46675
5139.,4275.,Urb,15.966,-4.9983,7.3532
5177.,4271.,Br,16.552,-4.388,7.67945
5205.,4277.,Co,16.438,-4.2323,7.30615
5243.,4273.,Br,16.466,-4.452,7.33475
5271.,4279.,Co,16.078,-4.9296,6.89655
4949.,4283.,Op,15.121,-2.5899,6.253
4977.,4289.,Urb,15.593,-3.5375,7.01515
5015.,4285.,Urb,15.851,-4.4146,7.3806
5053.,4281.,Br,15.861,-4.8099,7.3409
5081.,4287.,Co,15.801,-4.8256,7.2553
5129.,4281.,Urb,15.915,-4.9962,7.31475
5157.,4287.,Urb,16.06,-5.0036,7.3801
5195.,4283.,Co,16.443,-5.0177,7.5438
5223.,4289.,Br,16.518,-4.3995,7.43275
5261.,4285.,Co,16.194,-4.7929,6.9778
4931.,4295.,Ma,15.342,-3.0449,6.66835
4969.,4299.,Co,15.797,-3.895,7.32455
5007.,4295.,Urb,15.851,-4.4146,7.3806
5045.,4291.,Urb,15.78,-4.6874,7.30065
5073.,4297.,Co,15.956,-4.9419,7.3541
5111.,4293.,Co,15.51,-5.4743,6.8208
5149.,4297.,Co,16.06,-5.0036,7.3801
5187.,4293.,Br,16.443,-5.0177,7.5438
5215.,4299.,Urb,16.728,-5.1777,7.72335
5253.,4295.,Co,16.194,-4.7929,6.9778
5291.,4291.,Co,16.222,-5.1121,7.01425
4961.,4301.,Urb,15.797,-3.895,7.32455
4999.,4305.,Urb,15.831,-4.4594,7.35415
5037.,4301.,Br,15.78,-4.6874,7.30065
5065.,4307.,We,15.913,-4.8785,7.35735
5103.,4303.,Urb,15.929,-5.0639,7.26185
5131.,4309.,Urb,15.203,-5.7276,6.5383
5179.,4303.,Urb,16.328,-5.0451,7.47725
5207.,4309.,Urb,16.596,-4.9605,7.65145
5245.,4305.,We,16.656,-5.3218,7.5229
5283.,4301.,Co,16.222,-5.1121,7.01425
4939.,4315.,Co,15.342,-3.0449,6.66835
4977.,4311.,Br,15.803,-4.2062,7.36205
5005.,4317.,Co,15.823,-4.6596,7.28345
5043.,4313.,Urb,15.934,-4.8366,7.2937
5071.,4319.,Br,15.924,-5.0151,7.17745
5119.,4313.,Co,15.51,-5.4743,6.8208
5147.,4319.,Br,15.489,-5.5353,6.60195
5185.,4315.,Co,16.512,-5.2856,7.53075
5223.,4311.,We,16.776,-5.2616,7.69405
5251.,4317.,Co,16.523,-5.3535,7.36085
5299.,4311.,Co,16.442,-5.5897,7.2571
4947.,4321.,Urb,15.414,-3.638,6.8024
4975.,4327.,Co,15.7,-4.3833,7.15795
5013.,4323.,Urb,15.838,-4.7399,7.2516
5041.,4329.,We,15.934,-4.8366,7.2937
5089.,4323.,Br,15.827,-5.1698,7.03325
5117.,4329.,Co,15.572,-5.5093,6.58415
5155.,4325.,Br,16.018,-5.2442,6.93765
5193.,4321.,Br,16.559,-5.3664,7.56825
5221.,4327.,Co,16.623,-5.6386,7.5176
5269.,4321.,Urb,16.475,-5.471,7.29605
5297.,4327.,Co,16.442,-5.5897,7.2571
4943.,4333.,Br,15.414,-3.638,6.8024
4971.,4339.,Co,15.7,-4.3833,7.15795
5019.,4333.,Urb,15.787,-4.9013,7.03555
5047.,4339.,Urb,15.934,-4.8366,7.2937
5085.,4335.,Co,15.827,-5.1698,7.03325
5123.,4331.,Br,15.527,-5.5946,6.2839
5151.,4337.,Br,16.134,-5.2103,6.5141
5199.,4331.,We,16.559,-5.3664,7.56825
5227.,4337.,Co,16.623,-5.6386,7.5176
5265.,4333.,Co,16.633,-5.8087,7.3012
5293.,4339.,Br,16.442,-5.5897,7.2571
4937.,4345.,Co,14.748,-2.9582,5.9706
4975.,4341.,Co,15.7,-4.3833,7.15795
5003.,4347.,Co,15.675,-4.9009,7.031
5041.,4343.,Urb,15.656,-5.0327,6.65875
5079.,4347.,We,15.482,-5.3607,6.59775
5117.,4343.,Br,15.572,-5.5093,6.58415
5145.,4349.,We,16.134,-5.2103,6.5141
5183.,4345.,We,16.219,-5.5247,6.988
5221.,4341.,Co,16.623,-5.6386,7.5176
5259.,4345.,Br,16.616,-5.764,7.37525
5297.,4341.,Br,16.61,-5.8351,7.09655
4925.,4353.,Ma,14.748,-2.9582,5.9706
4953.,4359.,Co,15.204,-4.3433,6.6017
4991.,4355.,Op,15.675,-4.9009,7.031
5029.,4359.,Co,15.722,-4.9653,6.8484
5067.,4355.,Co,15.482,-5.3607,6.59775
5105.,4351.,Br,15.665,-5.6368,6.5224
5133.,4357.,We,15.906,-5.3122,6.3859
5171.,4353.,Br,16.219,-5.5247,6.988
5209.,4357.,We,16.387,-5.7351,7.30345
5247.,4353.,Co,16.476,-6.0146,7.2132
5275.,4359.,Co,16.642,-5.8041,7.27855
5313.,4355.,Co,15.86,-6.2792,6.40605
4931.,4365.,Co,14.748,-2.9582,5.9706
4969.,4369.,Co,15.339,-4.7204,6.75945
5007.,4365.,We,15.332,-5.3091,6.6675
5045.,4361.,We,15.762,-4.9915,6.68545
5073.,4367.,Br,15.686,-5.3622,6.77915
5111.,4363.,Br,15.738,-5.5449,6.3168
5149.,4367.,Br,15.954,-5.3664,6.2134
5187.,4363.,Br,16.32,-5.6596,7.21925
5215.,4369.,Br,16.255,-5.9519,7.16685
5253.,4365.,Co,16.59,-6.0305,7.14675
5291.,4361.,We,16.267,-6.0057,6.52185
5329.,4365.,Co,15.886,-6.2681,6.53215
4931.,4379.,Co,14.555,-3.2406,5.78745
4979.,4373.,Br,15.339,-4.7204,6.75945
5007.,4379.,Co,15.332,-5.3091,6.6675
5045.,4375.,Br,15.241,-5.5204,6.5035
5083.,4371.,Urb,15.553,-5.9134,6.69415
5111.,4377.,Co,15.738,-5.5449,6.3168
5159.,4371.,Br,15.841,-5.6174,6.3905
5187.,4377.,Br,15.861,-5.9574,6.77625
5225.,4373.,Br,16.424,-5.9371,7.2688
5253.,4379.,Co,16.59,-6.0305,7.14675
5291.,4375.,We,16.459,-6.0737,6.48905
5329.,4379.,Br,15.818,-6.4924,6.3034
4937.,4385.,Co,14.652,-4.0656,5.9934
4975.,4381.,Br,14.883,-5.3098,6.36085
5003.,4387.,Co,15.332,-5.3091,6.6675
5041.,4383.,Co,15.241,-5.5204,6.5035
5079.,4387.,Co,15.217,-5.8342,6.52445
5117.,4383.,Co,15.884,-5.7711,6.7273
5145.,4389.,We,15.954,-5.3664,6.2134
5183.,4385.,We,15.861,-5.9574,6.77625
5221.,4381.,Co,15.891,-6.3885,6.86735
5259.,4385.,Br,16.266,-6.333,6.9989
5297.,4381.,We,16.459,-6.0737,6.48905
5325.,4387.,Co,15.818,-6.4924,6.3034
4919.,4397.,Urb,14.338,-2.5579,5.5198
4957.,4393.,Co,14.681,-4.8442,6.12835
4985.,4399.,Urb,14.883,-5.3098,6.36085
5023.,4395.,Co,14.764,-5.8103,6.23775
5061.,4391.,Co,15.107,-5.6768,6.4184
5099.,4395.,Br,15.771,-5.8859,6.7913
5137.,4391.,We,15.842,-5.7315,6.5131
5165.,4397.,Br,15.369,-6.282,6.5428
5203.,4393.,Br,15.844,-6.3244,6.85335
5231.,4399.,We,16.052,-6.366,6.9554
5279.,4393.,We,16.492,-6.3001,6.93845
5307.,4399.,Co,16.134,-6.3245,6.40215
5345.,4397.,Urb,15.515,-6.7,6.40225
4927.,4403.,Urb,14.761,-3.8759,5.9308
4955.,4409.,Co,14.681,-4.8442,6.12835
4993.,4405.,Co,14.871,-5.493,6.3441
5031.,4401.,Co,14.889,-5.8427,6.3477
5069.,4405.,Br,15.17,-5.9869,6.5159
5107.,4401.,Co,15.884,-5.7711,6.7273
5135.,4407.,We,15.842,-5.7315,6.5131
5173.,4403.,We,15.527,-6.2928,6.6919
5201.,4409.,We,15.622,-6.552,6.74465
5249.,4403.,Co,16.266,-6.333,6.9989
5277.,4409.,Br,16.492,-6.3001,6.93845
5315.,4405.,Co,16.051,-6.5143,6.6527
5353.,4409.,Co,15.664,-6.5455,6.5631
4927.,4415.,Co,14.761,-3.8759,5.9308
4965.,4411.,We,14.591,-5.4262,6.1296
4993.,4417.,Co,14.758,-5.7769,6.30115
5031.,4413.,Co,14.95,-5.8919,6.3757
5069.,4417.,We,15.17,-5.9869,6.5159
5107.,4413.,Co,15.61,-6.1283,6.68505
5135.,4419.,Br,15.585,-6.2243,6.5872
5173.,4415.,Co,15.527,-6.2928,6.6919
5211.,4411.,Co,15.611,-6.7072,6.70495
5249.,4415.,Co,15.767,-6.7549,6.7275
5287.,4411.,Br,16.439,-6.304,6.82945
5315.,4417.,We,16.051,-6.5143,6.6527
5351.,4415.,Br,15.658,-6.7473,6.44405
4917.,4421.,Co,14.761,-3.8759,5.9308
4945.,4427.,Urb,14.585,-5.0524,6.0593
4983.,4423.,Co,14.829,-5.6215,6.36905
5011.,4429.,We,14.706,-5.9078,6.2586
5059.,4423.,Co,14.667,-6.3637,6.03775
5087.,4429.,Co,15.355,-6.073,6.6149
5125.,4425.,Co,15.498,-6.2509,6.53115
5163.,4421.,Co,15.39,-6.5787,6.52705
5191.,4427.,We,15.622,-6.552,6.74465
5239.,4421.,Br,15.767,-6.7549,6.7275
5267.,4427.,Co,16.035,-6.693,6.58525
5305.,4423.,We,16.051,-6.5143,6.6527
5333.,4429.,We,15.717,-6.7436,6.4766
4891.,4435.,Ma,14.729,-3.4302,5.577
4929.,4439.,Co,14.786,-4.6611,6.0222
4967.,4435.,Co,14.729,-5.5348,6.2695
5005.,4431.,Co,14.706,-5.9078,6.2586
5033.,4437.,Br,14.68,-6.2443,6.10645
5071.,4433.,Co,14.803,-6.4511,6.1304
5109.,4437.,Co,14.967,-6.6493,6.1725
5147.,4433.,We,15.57,-6.2919,6.62995
5175.,4439.,We,15.37,-6.657,6.54145
5213.,4435.,We,15.634,-6.801,6.7225
5251.,4431.,Co,15.793,-6.8114,6.6775
5289.,4435.,Co,16.261,-6.5866,6.3916
5327.,4431.,Br,16.021,-6.7815,6.6262
5355.,4437.,Urb,15.642,-6.7505,6.3797
4905.,4449.,Co,14.856,-3.8403,5.8086
4943.,4445.,Co,14.643,-5.0872,5.98315
4981.,4441.,Op,14.981,-5.6753,6.487
5019.,4445.,Co,14.784,-6.1489,6.23185
5057.,4441.,Co,14.761,-6.3991,6.0978
5085.,4447.,Co,14.995,-6.4721,6.2699
5123.,4443.,Co,15.276,-6.6758,6.3232
5151.,4449.,Co,15.39,-6.5787,6.52705
5199.,4443.,Br,15.473,-6.7661,6.6141
5227.,4449.,Br,15.694,-6.8911,6.71895
5265.,4445.,We,16.099,-6.8127,6.44035
5303.,4441.,We,16.143,-6.6932,6.69345
5331.,4447.,We,16.032,-6.8027,6.51885
4881.,4455.,Ma,14.729,-3.4302,5.577
4919.,4459.,Op,15.129,-4.3417,6.1496
4957.,4455.,Urb,14.87,-5.3157,6.31825
4995.,4451.,Co,14.917,-5.8376,6.42025
5023.,4457.,Co,14.784,-6.1489,6.23185
5061.,4453.,Co,14.536,-6.6762,5.80875
5099.,4457.,Co,14.967,-6.6493,6.1725
5137.,4453.,Urb,15.456,-6.6051,6.49325
5165.,4459.,We,15.523,-6.7685,6.5721
5203.,4455.,Co,15.634,-6.801,6.7225
5241.,4451.,Co,15.917,-6.919,6.63745
5279.,4455.,We,16.293,-6.7016,6.18955
5317.,4451.,Br,16.021,-6.7815,6.6262
5345.,4457.,We,15.886,-6.8857,6.36915
4895.,4463.,Br,14.99,-4.0289,5.8404
4923.,4469.,Co,15.114,-4.666,6.2792
4961.,4465.,Urb,15.296,-5.3322,6.68805
4999.,4469.,Co,14.917,-5.8376,6.42025
5037.,4465.,Co,14.649,-6.4158,5.9996
5075.,4461.,Co,14.575,-6.706,5.85855
5103.,4467.,Co,15.224,-6.7074,6.314
5141.,4463.,We,15.551,-6.6422,6.6004
5179.,4467.,Co,15.413,-6.9214,6.4685
5217.,4463.,Co,15.852,-6.8731,6.7265
5245.,4469.,We,15.917,-6.919,6.63745
5283.,4465.,We,16.485,-6.6381,5.85115
5321.,4461.,Co,16.128,-7.0327,6.01895
5359.,4465.,We,15.717,-6.9706,6.2603
4875.,4477.,Ma,14.729,-3.4302,5.577
4913.,4473.,Urb,15.129,-4.3417,6.1496
4941.,4479.,Urb,15.166,-5.1495,6.51765
4989.,4473.,We,15.149,-5.8065,6.5737
5017.,4479.,Co,14.937,-6.1754,6.31275
5055.,4475.,Co,14.536,-6.6762,5.80875
5093.,4471.,Co,14.91,-6.7371,6.1067
5121.,4477.,Co,15.358,-6.7437,6.39165
5169.,4471.,We,15.523,-6.7685,6.5721
5197.,4477.,Br,15.726,-6.8766,6.6563
5235.,4473.,Br,16.319,-6.7313,6.75665
5263.,4479.,We,16.198,-6.9179,6.02605
5301.,4475.,Co,16.108,-7.0363,5.9134
5339.,4479.,Br,15.915,-7.1252,6.02895
5377.,4477.,Co,15.539,-6.9508,6.17415
4917.,4483.,Urb,15.317,-4.1213,6.3404
4945.,4489.,Urb,15.166,-5.1495,6.51765
4983.,4485.,Co,15.149,-5.8065,6.5737
5021.,4481.,Co,14.791,-6.3861,6.11245
5059.,4485.,Co,14.636,-6.7412,5.84025
5097.,4481.,Br,14.91,-6.7371,6.1067
5125.,4487.,Co,15.377,-6.8063,6.391
5163.,4483.,Co,15.521,-6.9489,6.47835
5191.,4489.,Co,15.718,-6.9927,6.4706
5239.,4483.,We,16.319,-6.7313,6.75665
5267.,4489.,Co,16.198,-6.9179,6.02605
5305.,4485.,Co,16.146,-7.1819,5.5603
5343.,4481.,Br,15.748,-7.284,5.9773
5371.,4487.,Br,15.303,-7.534,6.03345
4915.,4491.,Urb,15.208,-4.4559,6.3452
4943.,4497.,Urb,15.102,-4.8748,6.35405
4981.,4493.,Urb,15.149,-5.8065,6.5737
5019.,4497.,Co,14.937,-6.1754,6.31275
5057.,4493.,Co,14.636,-6.7412,5.84025
5085.,4499.,Co,15.033,-6.7736,6.1288
5123.,4495.,Urb,15.377,-6.8063,6.391
5161.,4491.,We,15.521,-6.9489,6.47835
5199.,4495.,Br,15.718,-6.9927,6.4706
5237.,4491.,Br,16.23,-6.8746,6.4001
5265.,4497.,Br,16.198,-6.9179,6.02605
5303.,4493.,Br,16.146,-7.1819,5.5603
5331.,4499.,We,16.122,-7.2962,5.52365
5379.,4493.,Br,15.303,-7.534,6.03345
4899.,4505.,Ma,15.317,-4.1213,6.3404
4937.,4501.,Urb,15.134,-4.6279,6.32245
4965.,4507.,Urb,15.241,-5.4327,6.5884
5003.,4503.,Co,15.073,-6.1687,6.3968
5031.,4509.,Co,14.662,-6.5998,5.9139
5079.,4503.,Co,14.904,-6.7439,6.0544
5107.,4509.,Co,15.185,-6.7866,6.2294
5145.,4505.,Co,15.39,-6.9835,6.32835
5183.,4501.,We,15.62,-7.0089,6.47595
5211.,4507.,Co,16.122,-6.8478,6.56125
5259.,4501.,Br,16.111,-7.1588,5.94
5287.,4507.,Br,16.209,-7.0394,5.6853
5325.,4503.,We,16.122,-7.2962,5.52365
5353.,4509.,Co,15.583,-7.7025,5.70995
4871.,4517.,Ma,14.99,-4.0289,5.8404
4919.,4511.,Br,15.208,-4.4559,6.3452
4947.,4517.,Br,15.102,-4.8748,6.35405
4985.,4513.,Co,15.219,-5.7875,6.5859
5013.,4519.,We,14.88,-6.3941,6.1662
5051.,4515.,Co,14.583,-6.9073,5.74
5089.,4519.,Co,15.033,-6.7736,6.1288
5127.,4515.,We,15.557,-6.7908,6.47825
5165.,4511.,Br,15.339,-7.1545,6.2515
5193.,4517.,Br,15.655,-7.1107,6.3714
5231.,4513.,Br,16.23,-6.8746,6.4001
5269.,4517.,Co,16.121,-7.2577,5.86305
5307.,4513.,We,16.141,-7.4448,5.8197
5335.,4519.,Br,15.878,-7.4927,5.5902
5373.,4515.,Co,15.287,-7.9697,5.8372
4885.,4527.,Ma,15.317,-4.1213,6.3404
4923.,4523.,Ma,15.134,-4.6279,6.32245
4951.,4529.,Urb,14.62,-4.8232,5.8038
4999.,4523.,Co,15.04,-6.0475,6.39145
5027.,4529.,Co,14.661,-6.6082,5.9104
5065.,4525.,Co,14.775,-6.9087,5.8847
5103.,4521.,We,15.521,-6.7669,6.43335
5131.,4527.,Br,15.39,-6.9835,6.32835
5179.,4521.,Br,15.53,-7.1106,6.36835
5207.,4527.,Co,15.856,-7.0705,6.4203
5245.,4523.,We,16.216,-6.9793,6.19735
5273.,4529.,Br,16.078,-7.3409,5.7661
5311.,4525.,Br,16.084,-7.4807,5.6417
5349.,4529.,Co,15.583,-7.7025,5.70995
5387.,4525.,Br,15.2,-8.0584,5.7504
4921.,4535.,Ma,14.604,-4.4761,5.72425
4959.,4539.,Br,14.62,-4.8232,5.8038
4997.,4535.,Co,14.923,-6.0956,6.19835
5035.,4531.,Co,14.447,-6.8447,5.67735
5063.,4537.,Co,14.775,-6.9087,5.8847
5101.,4533.,Br,15.521,-6.7669,6.43335
5139.,4537.,Co,15.306,-7.088,6.1823
5177.,4533.,Br,15.53,-7.1106,6.36835
5205.,4539.,We,16.117,-6.9325,6.50825
5243.,4535.,Co,15.9,-7.4218,5.87175
5281.,4531.,Co,16.082,-7.3967,5.71015
5319.,4535.,Urb,16.084,-7.4807,5.6417
5357.,4531.,Co,15.446,-8.0628,5.7282
5385.,4537.,Co,15.2,-8.0584,5.7504
4955.,4543.,Co,14.62,-4.8232,5.8038
4983.,4549.,Co,14.923,-6.0956,6.19835
5021.,4545.,Op,14.592,-6.6894,5.8408
5059.,4549.,Co,14.447,-6.9744,5.6405
5097.,4545.,Co,15.223,-6.8534,6.21145
5135.,4541.,Co,15.306,-7.088,6.1823
5163.,4547.,Br,15.406,-7.3135,6.1655
5201.,4543.,We,15.902,-7.3216,6.3185
5239.,4547.,Co,16.099,-7.2296,6.0683
5277.,4543.,Br,15.61,-7.7778,5.7062
5305.,4549.,Br,15.641,-7.8889,5.93785
5343.,4545.,Co,15.448,-7.9916,5.6618
5381.,4541.,Co,15.341,-8.2867,5.6854
4949.,4553.,Br,13.879,-4.2816,4.94645
4977.,4559.,Co,14.693,-5.5087,5.78805
5015.,4555.,We,14.762,-6.5021,6.0205
5053.,4551.,Co,14.447,-6.9744,5.6405
5081.,4557.,Co,14.857,-7.1487,5.9237
5129.,4551.,Co,14.932,-7.351,5.8939
5157.,4557.,Br,15.397,-7.2364,6.22305
5195.,4553.,Co,15.8,-7.3051,6.3404
5223.,4559.,We,15.598,-7.7242,5.89845
5261.,4555.,Br,15.61,-7.7778,5.7062
5299.,4559.,Urb,15.641,-7.8889,5.93785
5337.,4555.,Br,15.4,-8.1169,5.8035
5375.,4551.,Co,15.341,-8.2867,5.6854
4941.,4565.,Ma,13.879,-4.2816,4.94645
4979.,4569.,Urb,14.693,-5.5087,5.78805
5017.,4565.,Br,14.431,-6.7892,5.665
5055.,4561.,Co,14.603,-7.0525,5.7574
5083.,4567.,Co,14.857,-7.1487,5.9237
5121.,4563.,Co,14.932,-7.351,5.8939
5159.,4567.,Br,15.218,-7.4099,6.0563
5197.,4563.,Urb,15.8,-7.3051,6.3404
5225.,4569.,Br,15.598,-7.7242,5.89845
5263.,4565.,Co,15.015,-8.2668,5.43845
5301.,4561.,We,15.701,-7.877,6.03435
5339.,4565.,Br,15.4,-8.1169,5.8035
5377.,4561.,Co,15.255,-8.3794,5.6825
4949.,4573.,Urb,13.879,-4.2816,4.94645
4977.,4579.,Urb,14.911,-6.013,6.06895
5015.,4575.,We,14.431,-6.7892,5.665
5053.,4571.,We,14.463,-7.1706,5.67605
5081.,4577.,Co,14.452,-7.4629,5.61965
5129.,4571.,Co,14.932,-7.351,5.8939
5157.,4577.,Co,15.142,-7.5593,5.90075
5195.,4573.,Br,15.281,-7.764,5.83905
5223.,4579.,We,15.598,-7.7242,5.89845
5261.,4575.,Co,15.015,-8.2668,5.43845
5299.,4579.,Br,14.972,-8.3662,5.49255
5337.,4575.,Co,15.4,-8.1169,5.8035
5375.,4571.,Co,15.255,-8.3794,5.6825
4947.,4583.,Co,13.879,-4.2816,4.94645
4975.,4589.,Co,14.799,-5.488,5.84195
5013.,4585.,Co,14.431,-6.7892,5.665
5051.,4581.,Br,14.463,-7.1706,5.67605
5089.,4585.,Co,14.452,-7.4629,5.61965
5127.,4581.,We,14.516,-7.6637,5.5545
5155.,4587.,Br,15.142,-7.5593,5.90075
5193.,4583.,Br,15.281,-7.764,5.83905
5221.,4589.,Co,15.236,-8.009,5.709
5269.,4583.,Co,15.015,-8.2668,5.43845
5297.,4589.,Br,15.098,-8.3483,5.61015
5335.,4585.,Co,14.819,-8.5458,5.3655
5373.,4581.,Co,15.159,-8.4413,5.591
4951.,4593.,Ma,14.563,-4.9774,5.51715
